name,synonyms,taxon_concept_count,taxon_concepts,trajectory,trajectory_without_renames,trajectory_lumps_splits,first_added_dataset,first_added_year,annotation,common_name,aou_ids,family,french_name,genus,order,rank,scientificName,species,status_accidental,status_extinct,status_hawaiian,status_introduced,status_misplaced,status_nonbreeding,subfamily
Turdus migratorius,Planesticus migratorius; Merula migratoria; Merula migratoria propinqua; Turdus migratorius,2,Taxon concept 929e6722-ecd9-4415-8d82-385b4fc2a441 containing 'Turdus migratorius' found between 1973 to 2017 in 5 datasets (part of name cluster 245b98de-cbb0-4e06-a1b0-3e5e8fe36469); Taxon concept dc62390d-c94f-4c63-8948-107494d4bb6c containing 'Merula migratoria propinqua' and 'Turdus migratorius' and 'Merula migratoria' and 'Planesticus migratorius' found between 1886 to 1973 in 5 datasets (part of name cluster 245b98de-cbb0-4e06-a1b0-3e5e8fe36469),added|added -> rename -> referenced -> rename -> lump -> referenced -> deleted -> referenced -> referenced,added|added -> referenced -> lump -> referenced -> deleted -> referenced -> referenced,lump,aou_1.csv (1886),1886,NA,American Robin,761; 761a; 1472,Turdidae,Merle d'Amérique,Turdus,Passeriformes,species,Merula migratoria; Merula migratoria propinqua; Turdus migratorius,Turdus migratorius,NA,NA,NA,NA,NA,NA,NA
Sphyrapicus nuchalis,Sphyrapicus nuchalis,2,Taxon concept 36f098f2-30bc-4c2e-8d7e-1c213205f6b3 containing 'Sphyrapicus nuchalis' found between 1985 in 1 datasets (part of name cluster 83c44c0e-e080-43b9-b7a5-2134bd1b3630); Taxon concept a9601266-9662-452d-bfcb-5bf4daad5d0a containing 'Sphyrapicus nuchalis' found between 1985 to 2017 in 2 datasets (part of name cluster 83c44c0e-e080-43b9-b7a5-2134bd1b3630),split -> referenced,split -> referenced,split,aou_6_35 (1985),1985,Monotypic.,Red-naped Sapsucker,957,Picidae,Pic à nuque rouge,Sphyrapicus,Piciformes,species,NA,Sphyrapicus nuchalis,NA,NA,NA,NA,NA,NA,Picinae
Junco hyemalis,Junco hyemalis; Junco hyemalis oregonus,6,Taxon concept 8e66813e-7c0f-428b-b76e-5efa494b5385 containing 'Junco hyemalis' found between 2014 to 2017 in 2 datasets (part of name cluster 74413cc4-7588-4294-be16-86b3ab0bb39d); Taxon concept 7df2d258-1240-47d8-a5b0-881cbb808db4 containing 'Junco hyemalis' found between 1931 to 1973 in 2 datasets (part of name cluster 74413cc4-7588-4294-be16-86b3ab0bb39d); Taxon concept cd67721a-a3c6-4579-9d68-7d36750d576f containing 'Junco hyemalis' found between 1892 to 1908 in 2 datasets (part of name cluster 74413cc4-7588-4294-be16-86b3ab0bb39d); Taxon concept f9feb309-874c-47a0-8f04-bb543e7b2dbf containing 'Junco hyemalis' found between 1973 to 2014 in 4 datasets (part of name cluster 74413cc4-7588-4294-be16-86b3ab0bb39d); Taxon concept 06ef320f-a557-4c14-8f0d-ac6f665d5265 containing 'Junco hyemalis' found between 1908 to 1931 in 2 datasets (part of name cluster 74413cc4-7588-4294-be16-86b3ab0bb39d); Taxon concept 9bf3d939-4483-42f0-b763-0ea4b899ed78 containing 'Junco hyemalis oregonus' and 'Junco hyemalis' found between 1886 to 1892 in 2 datasets (part of name cluster 74413cc4-7588-4294-be16-86b3ab0bb39d),added|added -> lump -> lump -> split -> lump -> referenced -> deleted -> split -> referenced,added|added -> lump -> lump -> split -> lump -> referenced -> deleted -> split -> referenced,lump -> lump -> split -> lump -> split,aou_1.csv (1886),1886,NA,Dark-eyed Junco,567a; 1730; 567,Emberizidae,Junco ardoisé,Junco,Passeriformes,species,Junco hyemalis; Junco hyemalis oregonus,Junco hyemalis,NA,NA,NA,NA,NA,NA,NA
Ammodramus nelsoni,Passerherbulus nelsoni; Ammodramus nelsoni,4,Taxon concept 56f87245-984c-4d2f-92f7-dbbbdd1dd035 containing 'Passerherbulus nelsoni' and 'Ammodramus nelsoni' found between 1899 to 1931 in 7 datasets (part of name cluster 79939d4e-b499-4ad4-95b8-5f5e3cd769ab); Taxon concept 2dc3d9a6-932d-4a64-b5ef-c342392fb30e containing 'Passerherbulus nelsoni' and 'Ammodramus nelsoni' found between 1931 to 1995 in 2 datasets (part of name cluster 79939d4e-b499-4ad4-95b8-5f5e3cd769ab); Taxon concept a35f1179-156c-497b-be70-a01680967d24 containing 'Ammodramus nelsoni' found between 1899 in 1 datasets (part of name cluster 79939d4e-b499-4ad4-95b8-5f5e3cd769ab); Taxon concept e94dc722-1039-490f-9f0c-548d6fca9e86 containing 'Ammodramus nelsoni' found between 1995 to 2017 in 3 datasets (part of name cluster 79939d4e-b499-4ad4-95b8-5f5e3cd769ab),split -> rename -> referenced -> referenced -> referenced -> referenced -> lump -> split -> referenced -> referenced,split -> referenced -> referenced -> referenced -> referenced -> lump -> split -> referenced -> referenced,split -> lump -> split,aou_2_09 (1899),1899,Monotypic.,Nelson's Sparrow,2041,Emberizidae,Bruant de Nelson,Ammodramus,Passeriformes,species,NA,Ammodramus nelsoni,NA,NA,NA,NA,NA,NA,NA
Phasianus colchicus,Phasianus colchicus,1,Taxon concept 19963b51-3431-42d3-95c5-756b9669bf6e containing 'Phasianus colchicus' found between 1931 to 2017 in 3 datasets (part of name cluster 7d272992-c305-4d5f-9650-8d47a1ffa42b),added -> referenced -> referenced,added -> referenced -> referenced,,aou_4 (1931),1931,NA,Ring-necked Pheasant,96,Phasianidae,Faisan de Colchide,Phasianus,Galliformes,species,Phasianus colchicus,Phasianus colchicus,NA,NA,NA,I,NA,NA,Phasianinae
Anous stolidus,Anous stolidus,1,Taxon concept 0359fc59-5874-4563-bda1-a0b6c720ae57 containing 'Anous stolidus' found between 1886 to 2017 in 5 datasets (part of name cluster bfe755c1-2acb-4d8c-bab0-6f3acaaa98d7),added -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Brown Noddy,79; 482,Laridae,Noddi brun,Anous,Charadriiformes,species,Anous stolidus,Anous stolidus,NA,NA,NA,NA,NA,NA,Sterninae
Aethia psittacula,Cyclorrhynchus psittacula; Phaleris psittacula; Cyclorrhynchus psittaculus; Aethia psittacula,1,Taxon concept 36a32f49-4d24-4c40-badd-198104754749 containing 'Cyclorrhynchus psittaculus' and 'Cyclorrhynchus psittacula' and 'Aethia psittacula' and 'Phaleris psittacula' found between 1886 to 2017 in 7 datasets (part of name cluster 1c54f3be-0555-4168-a248-b34ecf3a3c43),added -> rename -> rename -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Parakeet Auklet,17; 527,Alcidae,Starique perroquet,Aethia,Charadriiformes,species,Cyclorrhynchus psittacula; Cyclorrhynchus psittaculus,Aethia psittacula,NA,NA,NA,NA,NA,NA,NA
Rynchops niger,Rynchops niger; Rynchops nigra,1,Taxon concept 90730f06-8730-4c34-a188-24218769b157 containing 'Rynchops niger' and 'Rynchops nigra' found between 1886 to 2017 in 6 datasets (part of name cluster 7697e850-68af-4bde-835e-0f1583b385de),added -> referenced -> rename -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Black Skimmer,80; 1937,Laridae,Bec-en-ciseaux noir,Rynchops,Charadriiformes,species,Rynchops niger; Rynchops nigra,Rynchops niger,NA,NA,NA,NA,NA,NA,Rynchopinae
Tringa totanus,Totanus totanus; Tringa totanus,1,Taxon concept ebba491b-855b-4ba1-a9fa-b6d92a2a6373 containing 'Totanus totanus' and 'Tringa totanus' found between 1912 to 2017 in 7 datasets (part of name cluster e62aae65-92c4-4599-9390-56743e39296c),added -> referenced -> referenced -> rename -> deleted -> added -> referenced,added -> referenced -> referenced -> deleted -> added -> referenced,,aou_3_16 (1912),1912,NA,Common Redshank,409,Scolopacidae,Chevalier gambette,Tringa,Charadriiformes,species,NA,Tringa totanus,A,NA,NA,NA,NA,NA,Tringinae
Anas crecca,Nettion crecca; Anas crecca,2,Taxon concept 942ce7d8-77b5-4cf1-b692-893a27020983 containing 'Anas crecca' found between 1973 to 2017 in 3 datasets (part of name cluster a579ab36-f031-4b65-96bb-2d65cf809e6d); Taxon concept 1701847c-0e0a-4b2b-b4a0-a64d373ebb9c containing 'Nettion crecca' and 'Anas crecca' found between 1886 to 1973 in 5 datasets (part of name cluster a579ab36-f031-4b65-96bb-2d65cf809e6d),added -> rename -> rename -> referenced -> lump -> referenced -> referenced,added -> referenced -> lump -> referenced -> referenced,lump,aou_1.csv (1886),1886,NA,Green-winged Teal,49; [138],Anatidae,Sarcelle d'hiver,Anas,Anseriformes,species,Anas crecca,Anas crecca,NA,NA,NA,NA,NA,NA,Anatinae
Cardellina pusilla,Sylvania pusilla pileolata; Wilsonia pusilla; Cardellina pusilla; Sylvania pusilla,1,Taxon concept 2209eb25-5745-4660-b9d5-d47bbe8f85ff containing 'Sylvania pusilla pileolata' and 'Cardellina pusilla' and 'Sylvania pusilla' and 'Wilsonia pusilla' found between 1886 to 2017 in 9 datasets (part of name cluster 09a5622d-f116-427b-af77-6bed403dfd61),added|added -> rename -> referenced -> referenced -> referenced -> deleted -> referenced -> rename -> referenced,added|added -> referenced -> referenced -> referenced -> deleted -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Wilson's Warbler,1601; 685; 685a,Parulidae,Paruline à calotte noire,Cardellina,Passeriformes,species,Sylvania pusilla pileolata; Wilsonia pusilla; Sylvania pusilla,Cardellina pusilla,NA,NA,NA,NA,NA,NA,NA
Scolopax minor,Scolopax minor; Rubicola minor; Philohela minor,1,Taxon concept 3515a9bb-873c-4a38-b4dc-2d0aa891a696 containing 'Scolopax minor' and 'Rubicola minor' and 'Philohela minor' found between 1886 to 2017 in 7 datasets (part of name cluster 7e1299d5-87ed-478d-938a-f0c83a74b844),added -> referenced -> rename -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,American Woodcock,456; 228,Scolopacidae,Bécasse d'Amérique,Scolopax,Charadriiformes,species,Scolopax minor; Philohela minor,Scolopax minor,NA,NA,NA,NA,NA,NA,Scolopacinae
Grus americana,Grus americana,1,Taxon concept 08a091a7-1636-4247-82c5-2368e1ba7034 containing 'Grus americana' found between 1886 to 2017 in 3 datasets (part of name cluster c21756c4-1d2e-43a9-8311-092cd0139054),added -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Whooping Crane,367; 204,Gruidae,Grue blanche,Grus,Gruiformes,species,Grus americana,Grus americana,NA,NA,NA,NA,NA,NA,Gruinae
Puffinus myrtae,Puffinus myrtae,2,Taxon concept bf0f6f49-a943-4aef-9c22-298ca6c1327e containing 'Puffinus myrtae' found between 2015 in 1 datasets (part of name cluster 17d2dbf6-5bcf-4e1e-908c-c1062c6ee164); Taxon concept bd348d42-0681-4e8a-8c56-a2791d6f1429 containing 'Puffinus myrtae' found between 2015 in 1 datasets (part of name cluster 17d2dbf6-5bcf-4e1e-908c-c1062c6ee164),split,split,split,aou_7_56 (2015),2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trogon elegans,Trogon elegans,3,Taxon concept a14dbe8d-55e9-4baf-9f56-4cbba3cdfc55 containing 'Trogon elegans' found between 1944 in 1 datasets (part of name cluster 724152fa-970a-42e8-98e7-be6b167288b3); Taxon concept 79a7978d-1af9-428d-ae29-5ef73929377c containing 'Trogon elegans' found between 1944 to 1947 in 2 datasets (part of name cluster 724152fa-970a-42e8-98e7-be6b167288b3); Taxon concept ada2e021-8e00-4dea-8560-f6a5f7c7f414 containing 'Trogon elegans' found between 1947 to 2017 in 4 datasets (part of name cluster 724152fa-970a-42e8-98e7-be6b167288b3),lump -> lump -> referenced -> referenced -> referenced,lump -> lump -> referenced -> referenced -> referenced,lump -> lump,aou_4_19 (1944),1944,NA,Elegant Trogon,887,Trogonidae,Trogon élégant,Trogon,Trogoniformes,species,Trogon elegans,Trogon elegans,NA,NA,NA,NA,NA,NA,Trogoninae
Empidonax traillii,Empidonax pusillus; Empidonax pusillus traillii; Empidonax traillii; Empidonax trailli,2,Taxon concept 853cb0c5-ec68-488f-bf2f-2fbd93986059 containing 'Empidonax pusillus' and 'Empidonax trailli' and 'Empidonax pusillus traillii' and 'Empidonax traillii' found between 1886 to 1973 in 7 datasets (part of name cluster c6e5e4ad-d78d-4b27-9fec-abff60fe9b06); Taxon concept 1fb5a32a-7a6f-449d-8463-f8a106935a8e containing 'Empidonax traillii' found between 1973 to 2017 in 3 datasets (part of name cluster c6e5e4ad-d78d-4b27-9fec-abff60fe9b06),added|added -> rename -> rename -> referenced -> rename -> referenced -> split -> deleted -> referenced,added|added -> referenced -> referenced -> split -> deleted -> referenced,split,aou_1.csv (1886),1886,NA,Willow Flycatcher,466; 466a; 1141,Tyrannidae,Moucherolle des saules,Empidonax,Passeriformes,species,Empidonax pusillus; Empidonax pusillus traillii; Empidonax traillii,Empidonax traillii,NA,NA,NA,NA,NA,NA,Fluvicolinae
Falco columbarius,Falco columbarius suckleyi; Falco columbarius,3,Taxon concept 8ae57345-ce79-4e0e-b6ee-68e24c3f2540 containing 'Falco columbarius suckleyi' and 'Falco columbarius' found between 1886 to 1908 in 2 datasets (part of name cluster 55400f8c-08ba-48e0-94cb-0968700f4b0e); Taxon concept 05a0c69c-a573-4592-873e-14788e555e3a containing 'Falco columbarius' found between 1946 to 2017 in 4 datasets (part of name cluster 55400f8c-08ba-48e0-94cb-0968700f4b0e); Taxon concept 3394398f-b5fb-4d60-8b57-a02577326670 containing 'Falco columbarius' found between 1908 to 1946 in 2 datasets (part of name cluster 55400f8c-08ba-48e0-94cb-0968700f4b0e),added|added -> lump -> lump -> referenced -> deleted -> referenced,added|added -> lump -> lump -> referenced -> deleted -> referenced,lump -> lump,aou_1.csv (1886),1886,NA,Merlin,357; 325; 357a,Falconidae,Faucon émerillon,Falco,Falconiformes,species,Falco columbarius suckleyi; Falco columbarius,Falco columbarius,NA,NA,NA,NA,NA,NA,Falconinae
Protonotaria citrea,Protonotaria citrea,1,Taxon concept b5f369ab-d6e0-4fec-8347-7cd1fadb5681 containing 'Protonotaria citrea' found between 1886 to 2017 in 7 datasets (part of name cluster 82eeeb69-c87b-42ef-80fd-95e329682c4e),added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Prothonotary Warbler,1577; 637,Parulidae,Paruline orangée,Protonotaria,Passeriformes,species,Protonotaria citrea,Protonotaria citrea,NA,NA,NA,NA,NA,NA,NA
Sturnella neglecta,Sturnella neglecta,2,Taxon concept f3991302-6fe6-4cd8-a738-95b2124c958b containing 'Sturnella neglecta' found between 1908 in 1 datasets (part of name cluster edf9f793-540f-477d-8ff4-a043cead01c7); Taxon concept 71beb0e7-41c1-4946-842a-d7efa17ad515 containing 'Sturnella neglecta' found between 1908 to 2017 in 5 datasets (part of name cluster edf9f793-540f-477d-8ff4-a043cead01c7),split -> referenced -> referenced -> referenced -> referenced,split -> referenced -> referenced -> referenced -> referenced,split,aou_2_14 (1908),1908,NA,Western Meadowlark,1780,Icteridae,Sturnelle de l'Ouest,Sturnella,Passeriformes,species,Sturnella neglecta,Sturnella neglecta,NA,NA,NA,NA,NA,NA,NA
Contopus sordidulus,Contopus richardsonii; Myiochanes richardsoni; Myiochanes richardsonii; Contopus sordidulus,1,Taxon concept 0b96620e-0406-4f5c-a827-6d8b4265e7a7 containing 'Contopus sordidulus' and 'Contopus richardsonii' and 'Myiochanes richardsoni' and 'Myiochanes richardsonii' found between 1886 to 2017 in 8 datasets (part of name cluster 17c619c5-f9c6-4c03-9dd0-3c1ad4be5cdc),added -> rename -> rename -> rename -> rename -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Western Wood-Pewee,462; 1131,Tyrannidae,Pioui de l'Ouest,Contopus,Passeriformes,species,Contopus richardsonii; Contopus sordidulus,Contopus sordidulus,NA,NA,NA,NA,NA,NA,Fluvicolinae
Puffinus baroli,Puffinus baroli,2,Taxon concept 60ddafcd-f606-4d67-bf09-05dc033fd705 containing 'Puffinus baroli' found between 2013 in 1 datasets (part of name cluster 6e673cf4-37d0-4cf1-acc7-879998311b85); Taxon concept 3336bb7d-3131-4c79-bd20-35acd94b60d6 containing 'Puffinus baroli' found between 2013 to 2017 in 2 datasets (part of name cluster 6e673cf4-37d0-4cf1-acc7-879998311b85),split -> referenced,split -> referenced,split,aou_7_54 (2013),2013,"Formerly considered conspecific
with Puffinus assimilis. Monotypic.",Barolo Shearwater,10621,Procellariidae,Puffin de Macaronésie,Puffinus,Procellariiformes,species,NA,Puffinus baroli,A,NA,NA,NA,NA,NA,NA
Haliaeetus pelagicus,Thallasoaetus pelagicus; Haliaeetus pelagicus,1,Taxon concept 1c5ae8b6-6b5f-426e-b17f-37b11e1431e6 containing 'Thallasoaetus pelagicus' and 'Haliaeetus pelagicus' found between 1931 to 2017 in 5 datasets (part of name cluster 3d801000-9952-4612-a01d-9b3d693208b6),added -> rename -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_4 (1931),1931,NA,Steller's Sea-Eagle,272,Accipitridae,Pygargue empereur,Haliaeetus,Accipitriformes,species,Haliaeetus pelagicus,Haliaeetus pelagicus,A,NA,NA,NA,NA,NA,NA
Fringilla montifringilla,Fringilla montifringilla,1,Taxon concept 2f4a80b4-b723-4b19-b492-ca53e9af6905 containing 'Fringilla montifringilla' found between 1931 to 2017 in 3 datasets (part of name cluster 6abe687e-cbc6-49c8-b1ec-66cfbaf08ff8),added -> referenced -> referenced,added -> referenced -> referenced,,aou_4 (1931),1931,Monotypic.,Brambling,1829,Fringillidae,Pinson du Nord,Fringilla,Passeriformes,species,Fringilla montifringilla,Fringilla montifringilla,NA,NA,NA,NA,NA,NA,Fringillinae
Corvus cryptoleucus,Corvus cryptoleucus,1,Taxon concept e86d7420-4ddc-4680-81bb-d9761f66ae7d containing 'Corvus cryptoleucus' found between 1886 to 2017 in 4 datasets (part of name cluster 52334ce7-52bc-4f13-828f-71f5fb52e445),added -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Chihuahuan Raven,487; 1306,Corvidae,Corbeau à cou blanc,Corvus,Passeriformes,species,Corvus cryptoleucus,Corvus cryptoleucus,NA,NA,NA,NA,NA,NA,NA
Dendragapus obscurus,Dendragapus obscurus richardsonii; Dendragapus obscurus fuliginosus; Dendragapus obscurus,4,Taxon concept 6251c02f-ad44-424e-b141-bff07a2f7f1f containing 'Dendragapus obscurus' found between 1944 to 2006 in 5 datasets (part of name cluster 1bbda76b-e947-4ade-8ea5-417c71c1bd38); Taxon concept 531269a8-9aad-4761-b9a3-a5559fd1bb5b containing 'Dendragapus obscurus' found between 1931 to 1944 in 2 datasets (part of name cluster 1bbda76b-e947-4ade-8ea5-417c71c1bd38); Taxon concept 878ae7c0-61ad-4604-875d-a78fdda3a306 containing 'Dendragapus obscurus' found between 2006 to 2017 in 2 datasets (part of name cluster 1bbda76b-e947-4ade-8ea5-417c71c1bd38); Taxon concept 6d5a5c7f-991b-4450-a5ca-cbdb6ef4591a containing 'Dendragapus obscurus' and 'Dendragapus obscurus richardsonii' and 'Dendragapus obscurus fuliginosus' found between 1886 to 1931 in 2 datasets (part of name cluster 1bbda76b-e947-4ade-8ea5-417c71c1bd38),added|added|added -> split -> lump -> referenced -> referenced -> deleted|deleted -> split -> referenced,added|added|added -> split -> lump -> referenced -> referenced -> deleted|deleted -> split -> referenced,split -> lump -> split,aou_1.csv (1886),1886,NA,Dusky Grouse,297; 297b; 105; 297a,Phasianidae,Tétras sombre,Dendragapus,Galliformes,species,Dendragapus obscurus richardsonii; Dendragapus obscurus fuliginosus; Dendragapus obscurus,Dendragapus obscurus,NA,NA,NA,NA,NA,NA,Tetraoninae
Melanerpes formicivorus,Melanerpes formicivorus bairdi; Balanosphyra formicivora; Melanerpes formicivorus; Melanerpes formicivorus angustifrons,1,Taxon concept 01bf5424-2f66-4f0d-9fe5-4cac2d49d776 containing 'Balanosphyra formicivora' and 'Melanerpes formicivorus angustifrons' and 'Melanerpes formicivorus bairdi' and 'Melanerpes formicivorus' found between 1886 to 2017 in 7 datasets (part of name cluster 3c3f16c8-8ea5-47bc-bd02-4f0d927b97a7),added|added -> referenced -> rename -> rename -> referenced -> deleted|deleted -> referenced,added|added -> referenced -> referenced -> deleted|deleted -> referenced,,aou_1.csv (1886),1886,NA,Acorn Woodpecker,941; 407; 407a,Picidae,Pic glandivore,Melanerpes,Piciformes,species,Melanerpes formicivorus bairdi; Melanerpes formicivorus; Melanerpes formicivorus angustifrons,Melanerpes formicivorus,NA,NA,NA,NA,NA,NA,Picinae
